config_id,framework,backend,case_id,category,batch_index,request_index,profile,status,elapsed_ms,ttft_ms,mean_itl_ms,p50_itl_ms,p95_itl_ms,prompt_tokens,completion_tokens,completion_units,tok_per_s,error
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,2,2,long2k,ok,4404,160.0048542022705,16.608857173545687,16.544818878173828,16.993284225463867,0,0,256,58.12897366030881,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,2,3,long2k,ok,4398,159.45792198181152,16.597168118345973,16.557931900024414,17.011642456054688,0,0,256,58.20827648931333,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,2,4,long2k,ok,4401,160.01057624816895,16.608055900124942,16.53885841369629,17.01045036315918,0,0,256,58.16859804589866,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,2,5,long2k,ok,4394,159.86156463623047,16.607316335042317,16.55101776123047,16.99686050415039,0,0,256,58.26126536185708,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,2,6,long2k,ok,4388,159.15250778198242,16.559565301034965,16.559362411499023,16.991138458251953,0,0,256,58.34092980856882,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,2,7,long2k,ok,4390,158.5710048675537,16.59691287022011,16.55721664428711,16.95418357849121,0,0,256,58.31435079726652,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,2,8,long2k,ok,4381,157.7606201171875,16.562750760246725,16.564369201660156,16.98756217956543,0,0,256,58.434147454918964,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,1,long2k,ok,4398,39.71457481384277,17.083307341033336,16.557693481445312,16.963958740234375,0,0,256,58.20827648931333,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,2,long2k,ok,4389,163.5265350341797,16.57367781096814,16.56174659729004,16.974449157714844,0,0,256,58.32763727500569,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,3,long2k,ok,4407,163.5143756866455,16.59711669473087,16.565561294555664,16.968965530395508,0,0,256,58.089403222146586,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,4,long2k,ok,4401,162.48202323913574,16.599558848960726,16.579627990722656,16.965866088867188,0,0,256,58.16859804589866,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,5,long2k,ok,4395,162.39047050476074,16.5650395786061,16.546249389648438,16.982078552246094,0,0,256,58.24800910125143,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,6,long2k,ok,4403,162.42527961730957,16.59884078829896,16.546249389648438,16.993284225463867,0,0,256,58.14217578923462,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,7,long2k,ok,4391,162.2755527496338,16.585249994315355,16.560792922973633,16.96610450744629,0,0,256,58.30107037121385,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,3,8,long2k,ok,4385,161.12136840820312,16.56661501117781,16.541004180908203,17.049789428710938,0,0,256,58.38084378563284,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,4,1,long2k,ok,4398,39.276123046875,17.07346953597723,16.56198501586914,16.96038246154785,0,0,256,58.20827648931333,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,4,2,long2k,ok,4390,164.02268409729004,16.575207429773666,16.539573669433594,16.932964324951172,0,0,256,58.31435079726652,
sglang_flashinfer_run8,sglang,flashinfer,hom_c8_2k_each,homogeneous_stream,4,3,long2k,ok,4404,164.3538475036621,16.602044947007123,16.554594039916992,16.945838928222656,0,0,256,58.12897366030881,
